"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Roche-Lambert, Joseph de. 1810]";"Delapchier |Marie";"assignats |émigrés |confiscation nationale |créances |receveurs de l'enregistrement |";"Mémoire en réponse, pour sieur Joseph de la Roche-Lambert, habitant d'Issoire, intimé et appelant ; contre Dame Françoise-Aglaé-Gabrielle de la Luzerne et sieur Pierre de la Grange-Gourdon, son mari, dame Angélique-Armande-Camille de la Luzerne et sieur Anathocle-Maximilien Hurault de Vibraye, son mari, habitans de la ville de Paris, héritiers bénéficiaires de la dame de Montmorin, laquelle était héritière bénéficiaire du sieur Emmanuel Frédéric de Tane, son frère, appelans ; contre sieur Henri Duvergier, habitant à Paris ; Simon Teroulde, habitant à Daudeville ; Pierre-Louis Laisné, ancien sellier à Paris, habitant à Sens ; Antoine-Louis Duchastel, apothicaire à Paris ; et Jean Chardon, chapelier, habitant à Paris, syndics et créanciers unis dudit sieur  de Tane, aussi appelans ; contre Sieur Amédée de Tane-Santenas, habitant à Paris, intimé ; et contre  Sieur Louis Natthey, habitant de Nyon en Suisse, aussi intimé.";"de l'imprimerie de Thibaud (Riom)";;"1810|1511-1810|avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|50 p.";"BCU_Factums_M0413";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1413 |BCU_Factums_M0423 |BCU_Factums_M0424 |BCU_Factums_M0412||||||";"Authezat (63021) |Issoire (63178) |Paris (75056) |Daudeville |Sens (89387) |Nyon (Suisse)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0413.pdf"
"[Factum. Defaure de Chazours, Louis. 1811]";"Delapchier |Mioche";"communaux |limites de communaux |pacage |vols |experts |arbitrages |troubles publics |bornage |";"Mémoire en réponse, pour Louis Defaure de Chazours, ancien capitaine d'infanterie, habitant au lieu de la Combe, commune de Saint-Quentin, demandeur en exécution de jugement ;  contre les maire et habitans de la ville de Gannat, défendeurs.";"de l'imprimerie de Thibaud (Riom)";;"1811|1680-1811|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0414";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Gannat (03118) |Saint-Quentin (02691)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0414.pdf"
"[Factum. Burelle, Joseph. 1810?]";"Delapchier |Gourbeyre, père";"coutume du Bourbonnais |droit de voisinage |nuisances |";"Mémoire pour Sieur Joseph Burelle, Notaire impérial, habitant de la ville de Varennes-sur-Allier, appelant ; Contre les sieurs Guillaume Delaire, J.-B de la Geneste, et Franç.-Blaise Bardonnet-de-la-Toule, intimé.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1810|1689-Circa 1810|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28 p.";"BCU_Factums_M0415";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Varennes-sur-Allier (03298)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0415.pdf"
"[Factum. Assezat, Jean-Pierre. 1810?]";"Delapchier |Garron";"tannerie |témoins |jouissance des eaux |";"Précis pour Jean-Pierre Assezat, de la ville du Puy, appelant ; contre Matthieu Jean, de la même ville, intimé. |Annotations manuscrites.";"s.n.";;"Circa 1810|1689-Circa 1810|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|23 p.";"BCU_Factums_M0416";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Le Puy-en-Velay (43157)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0416.pdf"
"[Factum. Le Rascle, François. 1812]";"Delapchier |Beaudeloux";"créances |brevets |";"Mémoire en réponse, pour François Le Rasle, ancien avocat au parlement de Paris, habitant à Paris, intimé et incidemment appelant; Contre M. le Directeur de la régie et des domaines, poursuivant, au nom de monsieur le Préfet du département du Puy-de-Dôme, la cause de M. le baron de Hompesch, lieutenant général au service de l'Angleterre, appelant; En présence de Madame Marie-Elisabeth Taleyrand de Périgord, veuve de Jacques-Charles de Chabanes, intimée; Et encore en présence de dame Marie-Louise Brachet, veuve de Reclesne, Henri-Joseph Mallet, et Jacques Villecoq, intimés.";"de l'imprimerie de Thibaud (Riom)";;"1812|1804-1812|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|34 p.";"BCU_Factums_M0417";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G2201||||||";"Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0417.pdf"
"[Factum. Veyssière, Joseph. 1811]";"Delapchier |Tardif";"limites de propriétés |conflit de voisinage |";"Précis pour Joseph Veyssière, marchand, habitant de la ville de Pleaux, intimé ; contre Antoine Filiol et Marie Chavignac, sa femme, habitans de la même ville, appelans.";"de l'imprimerie de Thibaud (Riom)";;"1811|1721-1811|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|15 p.";"BCU_Factums_M0418";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Pleaux (15153)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0418.pdf"
"[Factum. Champflour, Jeanne-Marie. 1810]";"Delapchier |Devèze";"créances |émigrés |séquestre |successions |rétroactivité de la loi |";"Mémoire en réponse pour Dame Jeanne-Marie de Champflour, veuve du sieur Paul-François de Montrozier ; sieur Jean-Baptiste de Champflour ; dame Marie-Anne-Félicité de Fredefont, et sieur Jean-Jacques de Rochette, son mari ; demoiselle Gabrielle Durant de Pérignat, et dame Marie Durand, religieuse ; tous habitans de la ville de Clermont-Ferrand, intimé ; contre Dame Anne-Emilie de Félix, veuve de Claude-François-Léon de Simiane, propriétaire à Collongues, arrondissement d'Aix, département des Bouches-du-Rhône, appelante ;  en présente de dame Marguerite de Chardon, veuve du sieur Jacques-François de Montanier ; Claude-Antoine-Joseph de Chardon ; demoiselle Anne de Chardon, dame Perette de Chardon, veuve du sieur Vallette de Rochevert ; tous propriétaires, habitans de la ville de Riom, intimés ; et en présence de Jacques-Marie Lavigne, et Jean Pirel, habitans de la ville d'Ambert, aussi intimés. Questions . 1°. Les religieux qui, par effet rétroactif de la loi du 5 brumaire an 2, ont obtenu un droit successif de la nation représentant un émigré, ont-ils été soumis à rendre cette succession après le rapport de cet effet rétroactif, lorsque les héritiers rétablis se sont trouvés représentés par la république, comme émigrés ? 2°. La nation, dans ce cas particulier, n'est-elle pas censée avoir renoncé à toute recherche, et n'avoir point voulu user du bénéfice des lois des  9 fructidor an 3, et 3 vendémiaire an 4 ? 3°. Le sénatus-consulte du 6 floréal an 10 n'a-t-il rendu aux émigrés amnistiés, ou à leurs héritiers, que les biens qui se trouvaient dans les mains de la nation par la voie du séquestre au moment de l'amnistie ?";"de l'imprimerie de Thibaud (Riom)";;"1810|1787-1810|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|23 p.";"BCU_Factums_M0419";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Ambert (63003) |Clermont-Ferrand (63113) |Collongues  (06045) |Riom (63300) |Comtat vénaissin";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0419.pdf"
"[Factum. Daubin, Joseph. 1810?]";"Delapchier |Garron";"cens |contentieux post-révolutionnaires |";"Mémoire Pour Joseph Daubin, Pierre Mourguye et Gabrielle Bareyrie, femme Baptistal, cultivateurs, habitant au village de Moncel, commune de Sainte-Eulalie, appelans et défendeurs en péremption; Contre Le sieur André Cabane, se disant ancien fermier de la terre de Saint-Chamant, intimé et demandeur. |Annotations manuscrites.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1810|1764-Circa 1810|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0420";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0625||||||";"Sainet-Eulalie (15186) | Saint-Chamant (15176)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0420.pdf"
"[Factum. Boniol, Jacquette-Gilberte. 1810?]";"Delapchier |Devèze";"successions |partage |";"Mémoire en réponse pour Dame Jacquette-Gilberte Boniol et le sieur Jean Bourdillon-Dugravier, son mari ; dame Marguerite Boniol et le sieur Charles Arragonès de Laval, son mari ; et demoiselle Marie Boniol, tous propriétaires, habitans de la ville de Clermont-Ferrand, intimés.  Contre Dame Marie Boniol et le sieur Gilbert Sersiron, son mari, propriétaires habitans du lieu de Roure, paroisse de Saint-Pierre-le-Chastel, appelans.  ";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1810|1754-Circa 1810|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|39 p.";"BCU_Factums_M0421";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113) |Saint-Pierre-le-Chastel (63385)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0421.pdf"
"[Factum. Saulnier, Jacques. 1811]";"Delapchier |Bergier";"créances |diffamation |libelle |";"Mémoire à consulter et consultation pour Jacques Saulnier, propriétaire, habitant de la commune d'Agonges, membre du conseil de l'arrondissement de Moulins, et président du canton de Souvigny ; contre un écrit signé Jacquot, traiteur à Paris, rue de la Harpe, se disant créancier du sieur Courdert.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"1811|Circa 1793-1811|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|25 p.";"BCU_Factums_M0422";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Agonges (03002) |Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0422.pdf"
"[Factum. Roche-Lambert, Joseph de. 1810]";"Delapchier |Marie";"assignats |émigrés |confiscation nationale |créances |";"Mémoire en réponse, pour sieur Joseph de la Roche-Lambert, habitant d'Issoire, intimé et appelant ; contre Dame Françoise-Aglaé-Gabrielle de la Luzerne et sieur Pierre de la Grange-Gourdon, son mari, dame Angélique-Armande-Camille de la Luzerne et sieur Anathocle-Maximilien Hurault de Vibraye, son mari, habitans de la ville de Paris, héritiers bénéficiaires de la dame de Montmorin, laquelle était héritière bénéficiaire du sieur Emmanuel Frédéric de Tane, son frère, appelans ; contre sieur Henri Duvergier, habitant à Paris ; Simon Teroulde, habitant à Daudeville ; Pierre-Louis Laisné, ancien sellier à Paris, habitant à Sens ; Antoine-Louis Duchastel, apothicaire à Paris ; et Jean Chardon, chapelier, habitant à Paris, syndics et créanciers unis dudit sieur  de Tane, aussi appelans ; contre Sieur Amédée de Tane-Santenas, habitant à Paris, intimé ; et contre  Sieur Louis Natthey, habitant de Nyon en Suisse, aussi intimé. |Annotations manuscrites.";"de l'imprimerie de Thibaud (Riom)";;"1810|1511-1810|avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|50 p.";"BCU_Factums_M0423";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1413 |BCU_Factums_M0424 |BCU_Factums_M0412 |BCU_Factums_M0413||||||";"Authezat (63021) |Issoire (63178) |Paris (75056) |Daudeville |Sens (89387) |Nyon (Suisse)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0423.pdf"
"[Factum.  Le maire et les Habitants de Vic-le-Comte. An 12?]";"Delapchier |Devèze";"communaux |pacage |rivières |";"Mémoire pour le maire et les Habitants de Vic-le-Comte, intimés ; contre Etienne Natey, habitant à Nyon en Helvétie, appelant.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa An 12|1511-Circa An 12|avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|72 p.";"BCU_Factums_M0424";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0412 |BCU_Factums_M0423 |BCU_Factums_G1413 |BCU_Factums_M0413||||||";"Vic-le-Comte (63457) |Authezat (63021) |Nyon (Suisse) |Les Gachiers (terrain de) | La Vergière (terrain de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0424.pdf"
"[Factum. Aubreton. 1810]";"Delapchier";"créances |fraudes |commerce du bois |construction navale |";"Mémoire pour le sieur Aubreton, receveur de l'enregistrement et des domaines en la ville d'Ahun, défendeur en assistance de cause ; contre le sieur Henry-Claude Bermond, ancien administrateur des loteries, rentier demeurant à Paris, demandeur ; et contre Louis Jorrand, notaire impérial, habitant de la ville d'Ahun, défendeur au principal ; en présence de Gaspard Bet-Bouquet, habitant de la ville d'Auzance, aussi défendeur.";"de l'imprimerie de Thibaud (Riom)";;"1810|An 5-1810|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|39 p.";"BCU_Factums_M0425";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Ahun (23001) |Auzances (23013) |Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0425.pdf"
"[Factum. Pinthon. 1812]";"Delapchier |Pagès |Allemand";"abolition des privilèges |droits féodaux |bail emphytéotique |bail |";"Consultation pour le sieur Pinthon";"de l'imprimerie de Thibaud (Riom)";;"1812|1784-1812|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28 p.";"BCU_Factums_M0426";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Évaux-les-Bains (23076 ) | Périchon (Étang du) |La Rivière (Étang de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0426.pdf"
"[Arrêt de la Cour d'Appel de Riom. 1809]";0;"avoués |avocats |";"Yves, par la grâce de Dieu, Saint, et, par les Constitutions du Palais, Patron des Cours, Tribunaux et Basoches de l'Empire français; A nos Amés et Féaux les avocats, Patrocinant en la Cour d’appel de notre bonne Ville de Riom, Salut :";"de l'imprimerie de Saint-Jean-Porte-Latine (Paris)";;"1809|1809|1804-1814 : 1er Empire |";"text|Arrêt";"application/pdf|4 p.";"BCU_Factums_M0427";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0427.pdf"
"[Factum.  Les habitants d'Aubière. 1793?]";"Picot-Lacombe |Bergier |Verdier";"communaux |vaine pâture |pacage |";"Mémoire pour les habitants d'Aubière, en réponse au mémoire et à la dernière requête de monsieur Destradat.";"De l'imprimerie de J. Veysset (Clermont-Ferrand)";;"Circa 1793|1637-Circa 1793|avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|14 p.";"BCU_Factums_M0501";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Aubière (63014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0501.pdf"
"[Factum. Dufour, Michel. 1806]";"Petit-Dauterive |Gairat |Julienne |Prieur |Pagès";"créances |cylindre à indiennes |textile |";"Mémoire à consulter. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1806|An 11-1806|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|39 p.";"BCU_Factums_M0502";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0310||||||";"Paris (75056) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0502.pdf"
"[Factum. Les habitants de Montel. 1807]";"Andraud |Bergier |Chabroud";"percière |droits féodaux |contentieux post-révolutionnaires |";"Mémoire à consulter et consultations. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1807|1793-1807|avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0503";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Montel-de-Gelat (63237)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0503.pdf"
"[Factum. Bréchet, Antoine. 1808]";"Pagès |Tardif";"successions |avancement d'hoirie |";"Mémoire en réponse, pour sieur Antoine Bréchet ancien chef d'escadron, habitant de la ville de Clermont, intimé ; Contre dame Jeanne-Françoise de Vény, veuve du sieur Sicaud de Mariol, habitante de la même ville, appelante d'un jugement rendu au tribunal d'arrondissement de Clermont, le 15 août 1807 ; en présence de dame Marie Avelin, veuve du sieur Vény de Theix, tutrice légale de demoiselle Anne-Françoise-Jeanne de Vény, sa fille ; et de dame Françoise Véthizon-Vény, fille adoptive du sieur Veny de Theix, et du sieur Jean-Baptiste Devèze, son mari : tous intimés. |Annotations manuscrites.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1788-1808|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0504";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113) |Saint-Genès-Champanelle (63345) |Theix (village de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0504.pdf"
"[Factum. Bru, Pierre-Alexis-Louis. 1808?]";"Bru";"usure |agiotage |créances |abus |tribunal de commerce |libelle |";"Mémoire pour Maître Pierre-Alexis-Louis Bru, avocat et premier suppléant de Juge à Saint-Flour, département du Cantal ; contre les sieurs Jean Meyre, greffier au tribunal de commerce de Saint Flour, et François Daubusson, de Clermont.";"s.n.";;"Circa 1808|Circa 1806-Circa 1808|1804-1814 : 1er Empire |";"text|factum";"application/pdf|15 p.";"BCU_Factums_M0505";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0506 |BCU_Factums_M0509||||||";"Clermont-Ferrand (63113) |Talizat (15231) |Pierrefite-sur-Loire (03207) |Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0505.pdf"
"[Factum. Bru, Pierre-Alexis-Louis. 1809?]";"Bru";"usure |agiotage |créances |abus |tribunal de commerce |libelle |";"Premier mémoire du 7 septembre 1807, et supplément en cause d'appel, du 26 novembre 1808, pour maître Pierre-Alexis-Louis Bru, Avocat et premier suppléant du Juge à Saint-Flour, département du Cantal ; contre les sieurs Jean Meyre, greffier du Tribunal de commerce de Saint-Flour, et François Daubusson, de Clermont [suivi de] Demande du 12 janvier 1809, en suppression d'un libelle, pour Maître Pierre-Alexis-Louis Bru, Avocat et Suppléant à Saint-Flour ; contre Meyre, habitant de ladite Ville.";"s.n.";;"Circa 1809|Circa 1806-Circa 1809|1804-1814 : 1er Empire |";"text|factum";"application/pdf|24 p.";"BCU_Factums_M0506";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0505 |BCU_Factums_M0509||||||";"Clermont-Ferrand (63113) |Talizat (15231) |Pierrefite-sur-Loire (03207) |Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0506.pdf"
"[Factum. Salvaing de Boissieu, Marie-Ursule. 1808]";"Pagès |Garron";"abus de faiblesse |successions |";"Mémoire pour Dame Marie-Ursule Salvaing de Boissieu, et sieur Jean-Pierre Sauzet de Saint-Clément, son mari, appelans d'un jugement rendu au tribunal du Puy, le 9 mai 1807 ; contre Jean-André-Guillaume Souteyran, ancien avocat, intimé ; et encore contre le curateur à la succession vacante du sieur Pierre-Antoine Brunel de Saint-Marcel, aussi intimé.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1735-1808|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|45 p.";"BCU_Factums_M0507";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Le Puy-en-Velay (43157)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0507.pdf"
"[Factum. Bégon de Larouzière, Jean-Joseph. 1809]";"De Larouzière";"créances |";"Mémoire de Jean Joseph Bégon de Larouzière, régisseur du haras Impérial de Deux-Ponts, agissant en qualité de fondé de procuration de François Louis Anne Bégon de Larouzière son père, demandeur au principal, appelant du jugement rendu par le Tribunal de première instance séant à Gannat, Département d'Allier, le 25 août 1809 ; contre les héritiers de Jean Baptiste Lucas, en son vivant avocat, habitant de la ville de Gannat ; lesdits héritiers défendeurs au principal, intimés.";"s.n.";;"1809|1786-1809|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|30 p.";"BCU_Factums_M0508";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Gannat (03118) |Saint-Pont (03252) |La Jonchère (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0508.pdf"
"[Arrêt de la Cour d'Appel de Riom. Audience du 8 novembre 1809]";"Garron";"libelle |diffamation |diffusion du factum |censure |";"Arrêt de la Cour d'Appel séant à Riom, pour Maître Pierre-Alexis-Louis Bru, Avocat, 1er suppléant au tribunal civil de Saint-Flour ; contre les héritiers de François Daubusson, de Clermont, et Jean Meyre, greffier au tribunal de commerce de Saint Flour.";"s.n.";;"1809|An 10-1809|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|Jugement";"application/pdf|16 p.";"BCU_Factums_M0509";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0506 |BCU_Factums_M0505||||||";"Chanonat (63084) |Clermont-Ferrand (63113) |Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0509.pdf"
"[Factum. Brun, Jeanne. 1809?]";"Defaye";"fraudes |estimation |successions |usufruit |";"Second Mémoire ou résumé, pour Dame Jeanne Brun, veuve d'Antoine Aymard, et actuellement épouse du sieur Talon ; dame Anne Belin, Anne Lapeyre, héritières en partie de dame Françoise Vel ; contre MM. Les Administrateurs de la Régie de l'enregistrement des domaines.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1809|1806-Circa 1809|1804-1814 : 1er Empire |";"text|factum";"application/pdf|8 p.";"BCU_Factums_M0510";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Chappes (63089) |Ennezat (63148)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0510.pdf"
"[Factum. Benoît, l'aîné. 1809]";"Marcoux jeune";"charges ecclésiastiques |dons déguisés |ventes |avancement d'hoirie |assignats |";"Précis pour Benoît l'aîné, Benoît le jeune, et Noël Marcoux ; contre Claude Guillaume et François Marcoux, héritiers de Jean-Baptiste Marcoux, leur père, qui était donataire contractuel de Claude Marcoux, pére commun : ledit François Marcoux représenté par demoiselle Gonin, veuve Marcoux, leur mère.";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1809|1780-1809|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|7 p.";"BCU_Factums_M0511";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint-Etienne (42218) |Parade (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0511.pdf"
