"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[factum. Icher-Labarthe. 1818?]";"Bernet-Rollande |Costes";"successions |abus de faiblesse |testaments |donations |testament mystique |droit écrit |droit de retour |dot |belle-fille |inventaires |";"Titre complet : Mémoire pour les héritiers testamentaires de dame Marie-Jeanne Icher-Labarthe, décédée veuve de Jean Menesclou, intimés ; contre le sieur Pierre Menesclou, appelant.||Table Godemel : légataire : 3. le légataire qui n’a pas formé, dans l’année de mise en possession, la demande en délivrance des objets légués, quoiqu’il en fut saisi réellement, et qui a continué d’en jouir, doit-il restituer à l’héritier toutes les jouissances perçues jusqu’à l’accomplissement de cette formalité ou jusqu’à la demande en partage ? Retour : 4. dans le ressort de l’ancien parlement de Toulouse, le retour légal des choses données par le père, à son fils, ante ou propter nuptias, s’opérait de plein droit et sans aucune stipulation, lorsque le donataire mourait sans postérité avant le donateur.
dans le ressort de l’ancien parlement de paris les ascendants ne reprenaient-ils ces mêmes biens qu’à titre de succession, et dans le cas seulement où le donataire n’en avait pas disposé ? Testament : 17. un testament reçu dans la forme mystique est-il nul, d’après l’ordonnance de 1735, si l’acte de suscription n’a pas été retenu au nombre des minutes du notaire ? ces sortes d’actes sont-ils au nombre de ceux dont les notaires doivent garder minute, sous peine de nullité ? 18. la mention expresse qu’un testament a été lu au testateur, en présence des témoins, peut-elle résulter de deux phases distinctes et séparées, dans l’une desquelles il est dit que le testament a été lu au testateur, et, dans l’autre qu’il a été lu en présence des témoins ? - le testament est-il valable lors même qu’il existerait entre ces deux phases une disposition par la quelle le testateur révoque tous testaments antérieurs ? Donation : 14. sous l’ordonnance de 1731, une donation d’effets mobiliers faite par contrat de mariage, sous réserve d’usufruit, était-elle nulle pour défaut d’un état des objets donnés, annexé au contrat ? l’article 17 de l’ordonnance avait-il dérogé à l’article 15 dans sa totalité ? Fraude : 3. des transactions, pour lesquelles une personne avait traité sur des droits successifs qui lui revenaient, sont-elles nulles, dans l’intérêt du légitimaire, si elles avaient été concertées dans le dessein de le frustrer de sa légitime ?
La nullité doit-elle être prononcée à l’égard même d’une seconde transaction portant rémunération, moyennant un prix, au droit de faire prononcer, pour cause de lésion, la rescision d’une première transaction qui avait réglé le partage d’une succession ?|";"De l'imprimerie de J.-C. Salles (Riom)";;"Circa 1818|1792-1818|1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|48 p.";"BCU_Factums_G2411";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2410|BCU_Factums_G2412|||||";"La Trinitat (15241) |Saint-Sylvain (19245)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2411.pdf"
"[Factum. Menescloux, Pierre. 1818?]";"Pagès |Gayte-Laricaudie";"successions |abus de faiblesse |testaments |donations |testament mystique |droit écrit |droit de retour |dot |successions favorisant la belle-fille |inventaires |fraudes |divergence de jurisprudence |Parlement de Paris |Parlement de Toulouse |";"Titre complet : Conclusions pour le sieur Pierre Menesclou, appelant, contre les héritiers de dame Marie-jeanne icher-Labarthe, veuve de jean Menesclou, intimés.||Table Godemel : légataire : 3. le légataire qui n’a pas formé, dans l’année de mise en possession, la demande en délivrance des objets légués, quoiqu’il en fut saisi réellement, et qui a continué d’en jouir, doit-il restituer à l’héritier toutes les jouissances perçues jusqu’à l’accomplissement de cette formalité ou jusqu’à la demande en partage ? Retour : 4. dans le ressort de l’ancien parlement de Toulouse, le retour légal des choses données par le père, à son fils, ante ou propter nuptias, s’opérait de plein droit et sans aucune stipulation, lorsque le donataire mourait sans postérité avant le donateur.
dans le ressort de l’ancien parlement de paris les ascendants ne reprenaient-ils ces mêmes biens qu’à titre de succession, et dans le cas seulement où le donataire n’en avait pas disposé ? Testament : 17. un testament reçu dans la forme mystique est-il nul, d’après l’ordonnance de 1735, si l’acte de suscription n’a pas été retenu au nombre des minutes du notaire ? ces sortes d’actes sont-ils au nombre de ceux dont les notaires doivent garder minute, sous peine de nullité ? 18. la mention expresse qu’un testament a été lu au testateur, en présence des témoins, peut-elle résulter de deux phases distinctes et séparées, dans l’une desquelles il est dit que le testament a été lu au testateur, et, dans l’autre qu’il a été lu en présence des témoins ? - le testament est-il valable lors même qu’il existerait entre ces deux phases une disposition par la quelle le testateur révoque tous testaments antérieurs ? Donation : 14. sous l’ordonnance de 1731, une donation d’effets mobiliers faite par contrat de mariage, sous réserve d’usufruit, était-elle nulle pour défaut d’un état des objets donnés, annexé au contrat ? l’article 17 de l’ordonnance avait-il dérogé à l’article 15 dans sa totalité ? Fraude : 3. des transactions, pour lesquelles une personne avait traité sur des droits successifs qui lui revenaient, sont-elles nulles, dans l’intérêt du légitimaire, si elles avaient été concertées dans le dessein de le frustrer de sa légitime ?
La nullité doit-elle être prononcée à l’égard même d’une seconde transaction portant rémunération, moyennant un prix, au droit de faire prononcer, pour cause de lésion, la rescision d’une première transaction qui avait réglé le partage d’une succession ?|";"De l'imprimerie de J.-C. Salles (Riom)";;"Circa 1818|1792-1818|1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|7 p.";"BCU_Factums_G2412";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2410|BCU_Factums_G2411|||||";"La Trinitat (15241) |Saint-Sylvain (19245)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2412.pdf"
"[Factum. Albert, Claude. 1819?]";"Garron jeune";"successions |inventaires |scellées |bénéfice d'inventaires |conflits de procédures |livres de comptes |banquiers |banques |créances |";"Titre complet : Conclusions motivées pour sieur Claude Albert aîné, négociant, habitant à Riom, appelant de jugement rendu au tribunal civil de Clermont, le 17 mars 1810, par exploit du 18 avril 1810 ; contre Joseph Daubusson père, Louis-Annet-Nicolas Daubusson, habitant à Clermont ; Marie Daubusson, Antoine Magaud, son mari, propriétaires, habitant à Chanonat ; Marie-Jeanne Daubusson, et Joseph Archimbaud-Lagarde, son mari, propriétaires, habitant à Saint-Gervais, pris en qualité d'héritiers, purs et simples, de François Daubusson, banquier, décédé à Clermont, intimés. |note manuscrite : 7 mai 1819, arrêt confirmatif, journal des audiences, p. 444.||Table Godemel : héritier bénéficiaire : - qui n’a point fait apposer les scellés sur les objets meubles de la succession ; qui a omis de faire comprendre dans l’inventaire certains de ces objets, lorsqu’il n’est point établi que cette omission fut volontaire ; qui a fait des paiements à divers créanciers, sans règlement du juge, et sans observer une juste proportion ; enfin, qui a cédé en paiement à des créanciers de contrat de rente, sans suivre les formes prescrites pour la vente des biens meubles dépendants d’une succession acceptée sous bénéfice d’inventaire ; est-il réputé héritier pur et simple, ou déchu du bénéfice d’inventaire ?|";"De l'imprimerie de J.-C. Salles (Riom)";;"Circa 1819|1813-1819|1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|38 p.";"BCU_Factums_G2413";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2414|BCU_Factums_G2415|||||";"Clermont-Ferrand (63113) |Chanonat (63084) |Saint-Gervais d'Auvergne (63354)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2413.pdf"
"[Factum. Daubusson. 1819?]";"De Vissac |Devèze";"successions |inventaires |scellées |bénéfice d'inventaires |conflits de procédures |livres de comptes |banquiers |banques |créances |";"Titre complet : Précis servant de réponse, pour les sieurs et dames Daubusson, Lagarde et Magaud, héritiers bénéficiaires de François Daubusson, intimés ; contre le sieur Claude Albert, négociant à Riom, appelant.||Table Godemel : héritier bénéficiaire : - qui n’a point fait apposer les scellés sur les objets meubles de la succession ; qui a omis de faire comprendre dans l’inventaire certains de ces objets, lorsqu’il n’est point établi que cette omission fut volontaire ; qui a fait des paiements à divers créanciers, sans règlement du juge, et sans observer une juste proportion ; enfin, qui a cédé en paiement à des créanciers de contrat de rente, sans suivre les formes prescrites pour la vente des biens meubles dépendants d’une succession acceptée sous bénéfice d’inventaire ; est-il réputé héritier pur et simple, ou déchu du bénéfice d’inventaire ?|";"Thibaud (Riom)";;"Circa 1819|1813-1819|1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|56 p.";"BCU_Factums_G2414";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2413|BCU_Factums_G2415|||||";"Clermont-Ferrand (63113) |Chanonat (63084) |Saint-Gervais d'Auvergne (63354)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2414.pdf"
"[Factum. Albert, Claude. 1819?]";"Garron |Veysset";"successions |inventaires |scellées |bénéfice d'inventaires |conflits de procédures |livres de comptes |banquiers |banques |créances |";"Titre complet : Mémoire en réponse, pour le sieur Albert, appelant, contre les héritiers Daubusson, intimés.||Table Godemel : héritier bénéficiaire : - qui n’a point fait apposer les scellés sur les objets meubles de la succession ; qui a omis de faire comprendre dans l’inventaire certains de ces objets, lorsqu’il n’est point établi que cette omission fut volontaire ; qui a fait des paiements à divers créanciers, sans règlement du juge, et sans observer une juste proportion ; enfin, qui a cédé en paiement à des créanciers de contrat de rente, sans suivre les formes prescrites pour la vente des biens meubles dépendants d’une succession acceptée sous bénéfice d’inventaire ; est-il réputé héritier pur et simple, ou déchu du bénéfice d’inventaire ?|";"De l'imprimerie de J.-C. Salles (Riom)";;"Circa 1819|1813-1819|1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|68 p.";"BCU_Factums_G2415";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2413|BCU_Factums_G2414|||||";"Clermont-Ferrand (63113) |Chanonat (63084) |Saint-Gervais d'Auvergne (63354)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2415.pdf"
"[Factum. Comtes de Sampigny. 1814]";"Pagès |Bayle jeune";"successions |testament olographe |émigrés |avancement d'hoirie |égalité des héritiers |puissance paternelle |lésion |partage |démolition de châteaux |châteaux |";"Titre complet : Mémoire servant de défenses, pour MM. Dominique-Louis-François, et Ignace-Hyacinthe, Comtes de Sampigny, défendeurs ; contre dame Emilie de Sampigny, et M. de Sarrazin, son époux, demandeurs ; en présence de M. Ignace-Hyacinthe, Comte de Sampigny d'Issoncourt, aussi défendeur. |Testament olographe de M. François-Charles, Comte de Sampigny père.||Table Godemel : Donataire : l’enfant donataire qui a vendu avantageusement les immeubles reçus par lui en avancement d’hoirie, est-il fondé à n’en rapporter la valeur que sur le pied de l’estimation proportionnelle de tous les biens, à l’époque de l’ouverture de la succession, ou, au contraire, peut-il être tenu de rapporter intégralement le prix de vente ? Partage : 19. le père de famille qui, par diverses dispositions contractuelles, a institué tous ses enfants ses héritiers par égalité, a-t-il, comme s’il ne s’était point lié et fut resté libre de sa fortune, la faculté d’accroître indirectement, par un partage testamentaire, la part de l’un de ses enfants, jusqu’à concurrence du quart, ou même d’une moindre quotité ? les enfants lésés peuvent-ils se refuser à l’exécution de cette distribution des biens, et demander un nouveau partage pour maintenir l’égalité ?|";"de l'imprimerie de Thibaud (Riom)";;"1814|An 2-1814|1789-1799 : Révolution |1804-1814 : 1er Empire |";"text|factum";"application/pdf|47 p.";"BCU_Factums_G2416";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2417|BCU_Factums_G2418|||||";"Gerzat (63164) |Bussières-et-Pruns (63061) |Effiat (63143) |Riom (63300) |Loubeyrat (63198) |Denone (château de) |Manzat (63206) |Charbonnières-les-Vieilles (63093)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2416.pdf"
"[Factum. Sampigny, Antoinette de. 1817]";"Boirot |Dufresneau |Lacalprades |Berryer |Tripier |Bonnet";"successions |testament olographe |émigrés |avancement d'hoirie |égalité des héritiers |puissance paternelle |lésion |partage |démolition de châteaux |experts |châteaux |";"Titre complet : Consultations pour madame Antoinette de Sampigny, et Monsieur Jean-Louis de Sarrasin, son mari, et pour monsieur Ignace-Hyacinthe de Sampigny-d'Isoncourt, appelans ; contre MM. Dominique-Louis-François, et Ignace-Hyacinthe de Sampigny, intimés. |note manuscrite : « les parties se sont arrangées sur l'appel. »||Table Godemel : Donataire : l’enfant donataire qui a vendu avantageusement les immeubles reçus par lui en avancement d’hoirie, est-il fondé à n’en rapporter la valeur que sur le pied de l’estimation proportionnelle de tous les biens, à l’époque de l’ouverture de la succession, ou, au contraire, peut-il être tenu de rapporter intégralement le prix de vente ? Partage : 19. le père de famille qui, par diverses dispositions contractuelles, a institué tous ses enfants ses héritiers par égalité, a-t-il, comme s’il ne s’était point lié et fut resté libre de sa fortune, la faculté d’accroître indirectement, par un partage testamentaire, la part de l’un de ses enfants, jusqu’à concurrence du quart, ou même d’une moindre quotité ? les enfants lésés peuvent-ils se refuser à l’exécution de cette distribution des biens, et demander un nouveau partage pour maintenir l’égalité ?|";"De l'Imprimerie de Landriot (Clermont)";;"1817|An 2-1817|1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|31 p.";"BCU_Factums_G2417";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2416|BCU_Factums_G2418|||||";"Gerzat (63164) |Bussières-et-Pruns (63061) |Effiat (63143) |Riom (63300) |Loubeyrat (63198) |Denone (château de) |Manzat (63206) |Charbonnières-les-Vieilles (63093) |Le Court (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2417.pdf"
"[Factum. Comtes de Sampigny. 1817]";"Pagès |Imbert";"successions |testament olographe |émigrés |avancement d'hoirie |égalité des héritiers |puissance paternelle |lésion |partage |démolition de châteaux |experts |doctrine |indivision |estimation |châteaux |";"Titre complet : Observations sommaires pour les sieurs Dominique-Louis-François, et Ignace-Hyacinthe, Comtes de Sampigny, intimés, contre dame Emilie de Sampigny, et le sieur de Sarrazin, son époux, et le sieur Ignace-Hyacinthe, Comte de Sampigny-Dissoncourt, tous appelans d'un jugement rendu au Tribunal civil de Riom, le 30 mai 1817 ; en réponse aux consultations délibérées à Clermont le 7 juillet, et à Paris le 21 août 1817.||Table Godemel : Donataire : l’enfant donataire qui a vendu avantageusement les immeubles reçus par lui en avancement d’hoirie, est-il fondé à n’en rapporter la valeur que sur le pied de l’estimation proportionnelle de tous les biens, à l’époque de l’ouverture de la succession, ou, au contraire, peut-il être tenu de rapporter intégralement le prix de vente ? Partage : 19. le père de famille qui, par diverses dispositions contractuelles, a institué tous ses enfants ses héritiers par égalité, a-t-il, comme s’il ne s’était point lié et fut resté libre de sa fortune, la faculté d’accroître indirectement, par un partage testamentaire, la part de l’un de ses enfants, jusqu’à concurrence du quart, ou même d’une moindre quotité ? les enfants lésés peuvent-ils se refuser à l’exécution de cette distribution des biens, et demander un nouveau partage pour maintenir l’égalité ?|";"De l'imprimerie de J.-C. Salles (Riom)";;"1817|An 2-1817|1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|23 p.";"BCU_Factums_G2418";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2416|BCU_Factums_G2417|||||";"Gerzat (63164) |Bussières-et-Pruns (63061) |Effiat (63143) |Riom (63300) |Loubeyrat (63198) |Denone (château de) |Manzat (63206) |Charbonnières-les-Vieilles (63093) |Le Court (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2418.pdf"
"[Factum. Boyron, Pierre-Antoine. 1819?]";"Marchet |Godemel |Imbert";"ventes |bois |exploitations forestières |fraudes |fisc |bijoutiers |livres-journaux |paiement différé |actes sous seing privé |juridiction consulaire |négligence |longues procédures |";"Titre complet : Mémoire en réponse à requête de production signifiée le dix juillet mil huit cent dix-huit, pour Le Sieur Pierre-Antoine Boyron, ancien Militaire, et Propriétaire, habitant en la commune de Brout; Dame Marie-Magdeleine-Thérèse Boyron, et Sieur François Bureau des Estivaux, son mari, qui l’autorise, Propriétaire, habitant de la commune de Chaumont, arrondissement de Saint-Amand, département du Cher; Dame Claudine Boyron, et Sieur Jean-Baptiste Legoy, son mari, de lui autorisée, Orfévre-bijoutier, habitant la Ville de Clermont-Ferrand; lesdits Sieur et Dames Boyron agissant en qualité d’héritiers de feu Antoine Boyron , leur père , intimés, et demandeurs en reprise d’instance, ayant pour Avoué en Cour Maître Imbert; contre Anne Aupierre et Gilbert Blanzat, son mari; Marie Blanzat, et Marc-Antoine Aupierre le jeune, icelles autorisées en justice ; Marc-Antoine Aupierre, père, et autres, représentant Jean Labussière, appelans et défendeurs en reprise, ayant pour Avoué maître Doniol ; et contre dame Allemand, veuve et commune de sieur Pierre Trefoux, et son héritière, propriétaire, habitante de la commune de Bellenave, aussi défenderesse en reprise d'instance, comparant par Maître Marie ; et contre Gervais Alligier, meunier au lieu de Roche, commune de Bellenave, Simon Alligier, meunier à Bordereaux, même commune, aussi défendeurs, comparans par Maître Devèze ; et enfin contre Jean Thury, cultivateur, habitant de la commune de Bayet ; et Etienne Thury, vigneron à Chereil, assignés en assistance de cause, et défaillans faute de comparoir | note manuscrite. Arrêt complet du 3 octobre 1819, 1ére chambre.|||";"De l'imprimerie de J.-C. Salles (Riom)";;"Circa 1819|1770-1819|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|47 p.";"BCU_Factums_G2419";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Broût-Vernet (03043) |Bellenaves (03022) |Clermont-Ferrand (63113) |Chaumont (18060) |Bayet (03018) |Chareil-Cintrat (03059) |Fleuriel (03115)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2419.pdf"
"[Factum. Granchier, Jean. 1814]";"Granchier |Simonnet";"assignats |fisc |créances |ventes |domaines agricoles |institutions intermédiaires |conciliations |receveur des consignations |";"Titre complet : Précis pour Jean Granchier, défendeur ; contre Sébastien Destrada, demandeur et intervenant ; et encore pour Jean Granchier, demandeur ; contre les héritiers Reynard et Nallet, défendeurs |notes manuscrites : « 24 juin 1818, 1ére chambre. Arrêt. Journal des audiences, p. 157 ».||Table Godemel : Consignation : autorisé par les règlements à faire valoir à son profit les fonds déposés dans sa caisse) a prêté en son nom diverses sommes en papier monnaie à un créancier ayant droit d’être colloqué dans l’ordre et distribution des deniers prêtés, et ce, par un acte portant reconnaissance des sommes prêtées et des intérêts, avec promesse de les lui faire allouer, s’est-il opéré un paiement par anticipation qui a libéré le propriétaire du fonds jusqu’à concurrence des sommes prêtées bien que le créancier qui les a reçues n’ait été colloqué, que postérieurement, après même que les assignats consignés avaient perdu leur valeur ?
dans ce cas, le propriétaire des sommes prêtées peut-il s’emparer de l’acte de reconnaissance, quoiqu’il n’y soit point partie, et l’opposer au créancier pour établir sa libération envers lui, comme au receveur pour régler le compte des fonds consignés ?
2. après un traité, intervenu entre deux personnes dont l’une avait à régler des droits de créance contre l’autre, le débiteur qui se trouve avoir surpayé, par suite d’une erreur de fait, peut-il répéter les sommes payées par erreur sans que le créancier ait le droit de revenir sur la réduction qu’il lui avait accordée par le même acte ? - le traité doit-il être annulé ou maintenu pour le tout, soit que la partie qui a surpayé agisse par voie de résolution, soit qu’elle agisse par voie de restitution des sommes non dues ?
3. la loi du 23 7bre 1793, qui a supprimé les offices de consignation, n’obligeait-elle les receveurs à verser dans la caisse du district, qu’autant que le directoire du district aurait fait faire la vérification de leur caisse ou qu’il les aurait constitué en demeure de faire le versement des sommes consignées ? La loi du16 germinal an 2, en expliquant et complétant celle du 23 7bre 1793, n’a-t-elle obligé les receveurs de consignation à verser dans la caisse du district, qu’après la vérification et l’arrêté de leurs compte, qu’ils ont pu présenter jusqu’au 30 frimaire de l’an 3 ?
A défaut pour les receveurs d’avoir fait le versement des assignats restés dans leur caisse, doivent-ils en faire compte au propriétaire d’après leur valeur au temps où ils étaient tenus de rendre compte, lors même qu’ils offriraient de rendre les assignats consignés en nature et de même espèce ? Sont-ils responsables pour avoir privé le propriétaire du droit d’en obtenir la restitution du gouvernement ?|";"de l'imprimerie de Thibaud (Riom)";;"1814|1789-1814|1789-1799 : Révolution |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_G2420";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2421|BCU_Factums_G2422|BCU_Factums_G2423|BCU_Factums_G2424|BCU_Factums_G2425|BCU_Factums_G2426|BCU_Factums_G2427";"Lyon (69123) |Riom (63300) |Briaille (terre de) |Saint-Pourçain-sur-Sioule (03254)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2420.pdf"
"[Factum. Granchier. 1814?]";"Granchier |Godemel |Devèze";"assignats |fisc |créances |ventes |domaines agricoles |institutions intermédiaires |conciliations |receveur des consignations |";"Titre complet : Précis en réponse, pour le sieur Granchier, ancien Receveur des consignations, appelans ; contre le sieur Sébastien d'Arosberg-Destrada, intimé ; et contre les héritiers Reynard et Nalet, appelans.||Table Godemel : Consignation : autorisé par les règlements à faire valoir à son profit les fonds déposés dans sa caisse) a prêté en son nom diverses sommes en papier monnaie à un créancier ayant droit d’être colloqué dans l’ordre et distribution des deniers prêtés, et ce, par un acte portant reconnaissance des sommes prêtées et des intérêts, avec promesse de les lui faire allouer, s’est-il opéré un paiement par anticipation qui a libéré le propriétaire du fonds jusqu’à concurrence des sommes prêtées bien que le créancier qui les a reçues n’ait été colloqué, que postérieurement, après même que les assignats consignés avaient perdu leur valeur ?
dans ce cas, le propriétaire des sommes prêtées peut-il s’emparer de l’acte de reconnaissance, quoiqu’il n’y soit point partie, et l’opposer au créancier pour établir sa libération envers lui, comme au receveur pour régler le compte des fonds consignés ?
2. après un traité, intervenu entre deux personnes dont l’une avait à régler des droits de créance contre l’autre, le débiteur qui se trouve avoir surpayé, par suite d’une erreur de fait, peut-il répéter les sommes payées par erreur sans que le créancier ait le droit de revenir sur la réduction qu’il lui avait accordée par le même acte ? - le traité doit-il être annulé ou maintenu pour le tout, soit que la partie qui a surpayé agisse par voie de résolution, soit qu’elle agisse par voie de restitution des sommes non dues ?
3. la loi du 23 7bre 1793, qui a supprimé les offices de consignation, n’obligeait-elle les receveurs à verser dans la caisse du district, qu’autant que le directoire du district aurait fait faire la vérification de leur caisse ou qu’il les aurait constitué en demeure de faire le versement des sommes consignées ? La loi du16 germinal an 2, en expliquant et complétant celle du 23 7bre 1793, n’a-t-elle obligé les receveurs de consignation à verser dans la caisse du district, qu’après la vérification et l’arrêté de leurs compte, qu’ils ont pu présenter jusqu’au 30 frimaire de l’an 3 ?
A défaut pour les receveurs d’avoir fait le versement des assignats restés dans leur caisse, doivent-ils en faire compte au propriétaire d’après leur valeur au temps où ils étaient tenus de rendre compte, lors même qu’ils offriraient de rendre les assignats consignés en nature et de même espèce ? Sont-ils responsables pour avoir privé le propriétaire du droit d’en obtenir la restitution du gouvernement ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"Circa 1814|1789-1814|1789-1799 : Révolution |1804-1814 : 1er Empire |";"text|factum";"application/pdf|17 p.";"BCU_Factums_G2421";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2420|BCU_Factums_G2422|BCU_Factums_G2423|BCU_Factums_G2424|BCU_Factums_G2425|BCU_Factums_G2426|BCU_Factums_G2427";"Lyon (69123) |Riom (63300) |Briaille (terre de) |Saint-Pourçain-sur-Sioule (03254)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2421.pdf"
"[Factum. Granchier. 1815?]";"Granchier |Devèze";"assignats |fisc |créances |ventes |domaines agricoles |institutions intermédiaires |conciliations |receveur des consignations |";"Titre complet : Conclusions motivées pour le sieur Granchier, appelant, contre le sieur d'Arosberg-Destrada, intimé ; et contre les héritiers Reynard et Nalet, appelans.||Table Godemel : Consignation : autorisé par les règlements à faire valoir à son profit les fonds déposés dans sa caisse) a prêté en son nom diverses sommes en papier monnaie à un créancier ayant droit d’être colloqué dans l’ordre et distribution des deniers prêtés, et ce, par un acte portant reconnaissance des sommes prêtées et des intérêts, avec promesse de les lui faire allouer, s’est-il opéré un paiement par anticipation qui a libéré le propriétaire du fonds jusqu’à concurrence des sommes prêtées bien que le créancier qui les a reçues n’ait été colloqué, que postérieurement, après même que les assignats consignés avaient perdu leur valeur ?
dans ce cas, le propriétaire des sommes prêtées peut-il s’emparer de l’acte de reconnaissance, quoiqu’il n’y soit point partie, et l’opposer au créancier pour établir sa libération envers lui, comme au receveur pour régler le compte des fonds consignés ?
2. après un traité, intervenu entre deux personnes dont l’une avait à régler des droits de créance contre l’autre, le débiteur qui se trouve avoir surpayé, par suite d’une erreur de fait, peut-il répéter les sommes payées par erreur sans que le créancier ait le droit de revenir sur la réduction qu’il lui avait accordée par le même acte ? - le traité doit-il être annulé ou maintenu pour le tout, soit que la partie qui a surpayé agisse par voie de résolution, soit qu’elle agisse par voie de restitution des sommes non dues ?
3. la loi du 23 7bre 1793, qui a supprimé les offices de consignation, n’obligeait-elle les receveurs à verser dans la caisse du district, qu’autant que le directoire du district aurait fait faire la vérification de leur caisse ou qu’il les aurait constitué en demeure de faire le versement des sommes consignées ? La loi du16 germinal an 2, en expliquant et complétant celle du 23 7bre 1793, n’a-t-elle obligé les receveurs de consignation à verser dans la caisse du district, qu’après la vérification et l’arrêté de leurs compte, qu’ils ont pu présenter jusqu’au 30 frimaire de l’an 3 ?
A défaut pour les receveurs d’avoir fait le versement des assignats restés dans leur caisse, doivent-ils en faire compte au propriétaire d’après leur valeur au temps où ils étaient tenus de rendre compte, lors même qu’ils offriraient de rendre les assignats consignés en nature et de même espèce ? Sont-ils responsables pour avoir privé le propriétaire du droit d’en obtenir la restitution du gouvernement ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"Circa 1815|1789-1815|1789-1799 : Révolution |1804-1814 : 1er Empire |1814-1830 : Restauration |";"text|factum";"application/pdf|4 p.";"BCU_Factums_G2422";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G2420|BCU_Factums_G2421|BCU_Factums_G2423|BCU_Factums_G2424|BCU_Factums_G2425|BCU_Factums_G2426|BCU_Factums_G2427";"Lyon (69123) |Riom (63300) |Briaille (terre de) |Saint-Pourçain-sur-Sioule (03254)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G2422.pdf"
